,NR,WR,SR,ER,NER,TOTAL
2019-08-15,47619,34473,37141,20243,2487,141963
2019-08-16,52026,41772,40121,21033,2824,157776
2019-08-17,45512,44562,38192,21273,2858,152397
2019-08-18,43515,42754,36364,19679,2657,144969
2019-08-19,50195,44964,38953,21141,2758,158011
2019-08-20,52839,45767,39087,22041,2855,162589
2019-08-21,54493,45774,38831,22131,2927,164156
2019-08-22,54199,45834,38672,22507,2934,164146
2019-08-23,58356,45568,38017,21887,2759,166587
2019-08-24,55429,43017,38189,21224,2871,160730
2019-08-25,51731,42448,35978,20628,2867,153652
2019-08-26,57180,44853,39917,21625,2930,166505
2019-08-27,58609,44767,41494,21815,2925,169610
2019-08-28,59474,46091,41363,22299,2826,172053
2019-08-29,60142,46942,41733,22371,2944,174132
2019-08-30,59424,45898,41436,22866,2913,172537
2019-08-31,59556,45585,40406,23016,2873,171436
2019-09-01,53195,42155,36358,21963,2860,156531
2019-09-02,57109,42657,35835,22189,2800,160590
2019-09-03,58288,44404,38122,22113,2887,165814
2019-09-04,58624,43914,39067,21921,2922,166448
2019-09-05,57961,45086,40411,22491,2897,168846
2019-09-06,58936,44234,40437,22336,2884,168827
2019-09-07,56800,43664,39784,21350,2921,164519
2019-09-08,55761,41076,38239,20611,2704,158391
2019-09-09,59790,43711,42190,22631,2770,171092
2019-09-10,60284,43010,41016,20605,2791,167706
2019-09-11,60701,43327,40247,22369,2911,169555
2019-09-12,60384,39703,39181,21863,2695,163826
2019-09-13,60107,43067,40188,22434,2667,168463
2019-09-14,59141,43494,39879,22414,2691,167619
2019-09-15,56669,42455,37711,22327,2650,161812
2019-09-16,58896,45195,39574,22771,2729,169165
2019-09-17,58759,44408,39308,21679,2759,166913
2019-09-18,58521,44953,39955,21509,2766,167704
2019-09-19,56749,45099,38283,22766,2917,165814
2019-09-20,56477,45505,39016,22635,2917,166550
2019-09-21,54594,45517,38700,21696,2864,163371
2019-09-22,51633,43492,36783,20900,2487,155295
2019-09-23,54472,45713,39160,21819,2508,163672
2019-09-24,55112,45709,38776,20656,2323,162576
2019-09-25,55337,43966,37251,19946,2459,158959
2019-09-26,52138,43510,37759,19217,2691,155315
2019-09-27,51361,43356,37881,19663,2665,154926
2019-09-28,45156,42812,36728,17621,2586,144903
2019-09-29,42124,40045,36075,17021,2430,137695
2019-09-30,45496,42852,37630,18165,2392,146535
2019-10-01,46345,43786,39193,19667,2532,151523
2019-10-02,44806,43295,37446,20317,2692,148556
2019-10-03,43726,45902,38789,20523,2743,151683
2019-10-04,46614,45177,39159,21382,2672,155004
2019-10-05,46829,45961,37670,20428,2726,153614
2019-10-06,44937,42784,36329,19212,2571,145833
2019-10-07,46693,44562,35653,18297,2416,147621
2019-10-08,42153,39610,36059,16472,2056,136350
2019-10-09,47729,45958,38805,17603,2272,152367
2019-10-10,48195,47417,38863,19599,2467,156541
2019-10-11,48371,46952,39492,20711,2628,158154
2019-10-12,48191,47575,38538,20475,2646,157425
2019-10-13,45175,45517,35554,20042,2606,148894
2019-10-14,48522,49134,40056,20073,2730,160515
2019-10-15,48419,49193,38764,20513,2660,159549
2019-10-16,49186,49364,38122,20234,2717,159623
2019-10-17,49013,50113,37351,20211,2733,159421
2019-10-18,46959,47944,37804,21222,2735,156664
2019-10-19,47443,47430,35874,20098,2754,153599
2019-10-20,43117,43747,33073,20037,2627,142601
2019-10-21,44599,44996,36707,20444,2553,149299
2019-10-22,45204,46819,35962,20571,2659,151215
2019-10-23,43932,45515,35538,19221,2524,146730
2019-10-24,46595,44560,35732,18004,2301,147192
2019-10-25,45112,43637,35635,18174,2218,144776
2019-10-26,43142,40066,33691,18285,2275,137459
2019-10-27,36869,34586,29524,18246,2196,121421
2019-10-28,37616,34268,32972,18560,2354,125770
2019-10-29,41014,36269,33581,18645,2389,131898
2019-10-30,43121,40272,34740,18673,2526,139332
2019-10-31,42134,41012,34052,18983,2485,138666
2019-11-01,42845,42327,34965,19510,2442,142089
2019-11-02,42233,42240,35307,19196,2490,141466
2019-11-03,40211,40923,33829,18809,2316,136088
2019-11-04,44188,44465,37837,19864,2451,148805
2019-11-05,43366,45008,38626,19444,2404,148848
2019-11-06,42092,45455,38818,18945,2452,147762
2019-11-07,41044,44573,38584,18158,2450,144809
2019-11-08,41751,44237,38398,18288,2354,145028
2019-11-09,43137,44864,37406,16734,2335,144476
2019-11-10,40302,43114,34692,17601,2184,137893
2019-11-11,42187,46333,38445,17856,2318,147139
2019-11-12,42618,46014,38879,18359,2341,148211
2019-11-13,42403,46477,39351,18055,2377,148663
2019-11-14,41686,46014,39167,17957,2410,147234
2019-11-15,42612,46445,40169,18289,2425,149940
2019-11-16,41898,47510,39189,18073,2374,149044
2019-11-17,40301,44045,35942,16862,2213,139363
2019-11-18,43318,47269,39326,17992,2324,150229
2019-11-19,43471,47787,40137,17851,2357,151603
2019-11-20,43782,47733,39510,18301,2318,151644
2019-11-21,43761,48568,39112,18595,2355,152391
2019-11-22,43968,47963,39388,18572,2349,152240
2019-11-23,43243,47722,37133,18400,2334,148832
2019-11-24,40428,45508,34490,17620,2199,140245
2019-11-25,43415,48575,38436,17964,2331,150721
2019-11-26,42015,48524,38032,18251,2383,149205
2019-11-27,42224,48291,38299,17805,2373,148992
2019-11-28,40821,48252,37475,18293,2328,147169
2019-11-29,42431,48284,37410,18552,2348,149025
2019-11-30,42371,47693,35990,18165,2356,146575
2019-12-01,38535,44946,32015,17649,2215,135360
2019-12-02,42531,47325,35163,18377,2286,145682
2019-12-03,43442,47512,36249,18506,2314,148023
2019-12-04,44302,48022,36574,18018,2394,149310
2019-12-05,44633,48497,36745,17909,2374,150158
2019-12-06,44492,47480,36493,18163,2345,148973
2019-12-07,44580,47660,36547,17794,2315,148896
2019-12-08,41678,45239,33696,17346,2262,140221
2019-12-09,43960,47584,38340,17867,2316,150067
2019-12-10,45092,49133,38185,18102,2212,152724
2019-12-11,45451,49147,38836,18038,2296,153768
2019-12-12,41659,46496,38332,18002,2150,146639
2019-12-13,40678,46838,38311,17140,2189,145156
2019-12-14,43050,46982,36731,17903,2219,146885
2019-12-15,41300,44002,33994,16918,2203,138417
2019-12-16,45422,46915,38293,17296,2309,150235
2019-12-17,45701,47350,39222,17787,2268,152328
2019-12-18,46721,48209,38637,17834,2353,153754
2019-12-19,47100,47763,39306,17976,2302,154447
2019-12-20,46847,47777,39188,17799,2397,154008
2019-12-21,46872,48058,38839,17878,2405,154052
2019-12-22,44436,45325,36290,17852,2335,146238
2019-12-23,48874,48017,38618,18055,2407,155971
2019-12-24,48501,48324,39385,18234,2436,156880
2019-12-25,48658,46824,37738,17828,2368,153416
2019-12-26,50216,47192,39550,17507,2356,156821
2019-12-27,50716,47726,39097,17393,2385,157317
2019-12-28,50017,47409,38016,17331,2410,155183
2019-12-29,47987,46085,35824,18017,2306,150219
2019-12-30,50399,47898,38024,17962,2408,156691
2019-12-31,50453,46564,38605,18764,2426,156812
