,NR,WR,SR,ER,NER,TOTAL
2015-11-19,781,975,677,334,38,2805
2015-11-20,785,980,677,335,38,2816
2015-11-21,768,995,668,336,37,2804
2015-11-22,769,962,632,321,37,2721
2015-11-23,781,985,665,317,39,2787
2015-11-24,789,997,683,329,36,2834
2015-11-25,782,1002,698,325,38,2845
2015-11-26,784,994,703,329,38,2847
2015-11-27,788,986,714,333,38,2859
2015-11-28,789,973,708,334,37,2840
2015-11-29,760,948,668,334,36,2747
2015-11-30,787,991,672,337,37,2824
2015-12-01,812,1005,666,341,37,2860
2015-12-02,775,995,651,337,37,2795
2015-12-03,787,994,658,335,35,2809
2015-12-04,809,991,665,331,33,2828
2015-12-05,810,986,672,329,36,2832
2015-12-06,783,953,635,327,35,2733
2015-12-07,796,981,673,333,36,2819
2015-12-08,804,987,689,327,36,2843
2015-12-09,795,987,692,326,37,2836
2015-12-10,808,999,700,327,36,2871
2015-12-11,804,991,717,331,36,2879
2015-12-12,813,981,713,327,36,2871
2015-12-13,795,961,692,326,35,2809
2015-12-14,799,986,730,330,35,2880
2015-12-15,818,992,733,330,36,2910
2015-12-16,828,993,735,330,38,2924
2015-12-17,833,991,745,326,36,2931
2015-12-18,861,985,754,332,37,2970
2015-12-19,853,978,750,334,37,2952
2015-12-20,811,960,721,326,36,2853
2015-12-21,833,980,757,330,35,2935
2015-12-22,845,978,770,331,37,2960
2015-12-23,851,972,776,328,39,2965
2015-12-24,848,961,777,330,39,2955
2015-12-25,863,933,754,327,38,2915
2015-12-26,863,936,743,328,38,2907
2015-12-27,814,922,721,321,38,2815
2015-12-28,830,950,749,325,38,2892
2015-12-29,831,967,763,329,38,2927
2015-12-30,831,968,769,330,38,2935
2015-12-31,827,978,777,334,39,2955
2016-01-01,835,959,741,329,37,2901
2016-01-02,837,975,752,326,38,2928
2016-01-03,822,961,732,328,38,2882
2016-01-04,843,984,774,335,37,2972
2016-01-05,850,994,779,336,38,2996
2016-01-06,853,996,794,333,38,3013
2016-01-07,853,993,792,328,39,3005
2016-01-08,848,982,794,328,38,2990
2016-01-09,850,981,768,322,35,2956
2016-01-10,832,959,749,316,36,2892
2016-01-11,849,979,772,321,39,2960
2016-01-12,861,989,790,336,39,3014
2016-01-13,846,990,794,339,39,3008
2016-01-14,814,934,780,339,40,2907
2016-01-15,812,940,716,340,38,2847
2016-01-16,804,956,704,335,38,2837
2016-01-17,821,936,691,327,38,2812
2016-01-18,843,935,758,331,38,2905
2016-01-19,852,903,772,316,38,2881
2016-01-20,847,907,776,311,38,2879
2016-01-21,857,906,779,312,38,2893
2016-01-22,860,921,782,317,39,2918
2016-01-23,859,931,777,326,39,2932
2016-01-24,844,919,751,326,38,2878
2016-01-25,866,944,788,312,38,2948
2016-01-26,827,891,760,308,37,2823
2016-01-27,859,941,803,329,39,2971
2016-01-28,861,967,824,339,38,3029
2016-01-29,854,965,826,340,38,3022
2016-01-30,847,975,812,334,39,3008
2016-01-31,816,960,774,327,38,2915
2016-02-01,833,981,803,326,39,2982
2016-02-02,845,986,813,331,39,3014
2016-02-03,852,986,826,336,39,3039
2016-02-04,852,981,826,326,39,3023
2016-02-05,862,982,814,326,39,3022
2016-02-06,844,978,823,326,39,3010
2016-02-07,811,953,784,325,38,2910
2016-02-08,822,970,835,328,38,2993
2016-02-09,849,990,845,327,37,3048
2016-02-10,849,992,848,325,38,3052
2016-02-11,841,987,853,319,38,3038
2016-02-12,844,982,858,328,39,3051
2016-02-13,832,976,849,326,39,3021
2016-02-14,819,949,801,320,38,2927
2016-02-15,834,977,838,331,38,3018
2016-02-16,861,984,842,334,39,3059
2016-02-17,853,995,849,338,38,3074
2016-02-18,830,1002,847,343,38,3060
2016-02-19,833,1007,857,353,38,3088
2016-02-20,787,1014,863,346,39,3048
2016-02-21,767,989,834,346,36,2972
2016-02-22,791,1002,872,357,35,3057
2016-02-23,822,1013,874,354,37,3100
2016-02-24,839,1018,882,344,37,3120
2016-02-25,839,1007,886,348,36,3115
2016-02-26,856,1003,887,340,37,3123
2016-02-27,859,998,874,331,36,3098
2016-02-28,822,983,835,332,35,3006
2016-02-29,853,993,867,342,38,3093
2016-03-01,869,1000,870,347,38,3124
2016-03-02,863,1011,876,351,38,3139
2016-03-03,872,1002,879,355,38,3146
2016-03-04,850,992,891,358,38,3128
2016-03-05,772,997,880,353,38,3040
2016-03-06,700,964,846,350,35,2896
2016-03-07,765,973,878,354,35,3004
2016-03-08,777,1003,887,356,37,3060
2016-03-09,814,1022,901,368,37,3142
2016-03-10,819,1032,899,370,39,3158
2016-03-11,802,1038,902,368,39,3149
2016-03-12,702,1006,893,372,39,3011
2016-03-13,734,968,887,370,37,2997
2016-03-14,734,968,887,370,37,2997
2016-03-15,764,995,898,363,38,3058
2016-03-16,783,990,901,362,36,3072
2016-03-17,787,1015,905,365,39,3111
2016-03-18,795,1021,907,364,39,3126
2016-03-19,808,1011,904,362,40,3125
2016-03-20,778,992,868,368,38,3043
2016-03-21,796,1023,908,366,35,3128
2016-03-22,782,1034,930,365,36,3147
2016-03-23,812,1015,923,349,39,3138
2016-03-24,743,886,920,351,37,2938
2016-03-25,765,960,920,359,39,3042
2016-03-26,784,1021,917,362,40,3124
2016-03-27,776,979,879,365,40,3039
2016-03-28,811,986,901,362,33,3093
2016-03-29,822,1026,925,364,33,3170
2016-03-30,807,1030,921,371,39,3168
2016-03-31,843,1033,922,366,33,3197
2016-04-01,853,1023,925,353,33,3188
2016-04-02,857,1032,925,357,37,3209
2016-04-03,850,1020,889,351,38,3147
2016-04-04,870,1046,918,366,37,3237
2016-04-05,872,1039,928,373,34,3246
2016-04-06,862,1036,930,379,34,3241
2016-04-07,851,1045,932,384,35,3246
2016-04-08,856,1023,916,387,34,3217
2016-04-09,849,1035,899,389,36,3209
2016-04-10,822,1026,866,388,37,3139
2016-04-11,842,1055,910,391,37,3235
2016-04-12,837,1070,933,392,36,3268
2016-04-13,849,1073,944,394,36,3295
2016-04-14,870,1071,928,399,32,3301
2016-04-15,885,1064,932,403,30,3313
2016-04-16,912,1066,937,406,29,3350
2016-04-17,896,1031,884,404,31,3245
2016-04-18,937,1066,924,409,32,3369
2016-04-19,942,1080,939,408,32,3400
2016-04-20,936,1083,941,409,32,3401
2016-04-21,913,1068,944,403,30,3357
2016-04-22,925,1037,925,402,32,3321
2016-04-23,927,1037,931,403,31,3329
2016-04-24,889,1017,886,399,29,3221
2016-04-25,920,1048,919,402,33,3321
2016-04-26,938,1052,928,407,34,3358
2016-04-27,945,1046,939,402,33,3366
2016-04-28,967,1047,945,402,34,3395
2016-04-29,978,1046,941,401,30,3395
2016-04-30,996,1041,920,385,34,3376
2016-05-01,958,984,861,372,27,3202
2016-05-02,999,1045,911,390,28,3373
2016-05-03,1016,1050,915,391,35,3407
2016-05-04,986,1027,889,344,35,3281
2016-05-05,920,1023,881,360,37,3221
2016-05-06,952,995,829,378,36,3190
2016-05-07,981,1017,834,372,37,3242
2016-05-08,988,991,794,347,38,3159
2016-05-09,1032,1001,847,378,38,3296
2016-05-10,997,1002,855,384,38,3275
2016-05-11,959,1024,841,374,41,3238
2016-05-12,1041,1037,835,378,40,3331
2016-05-13,1043,1032,868,372,32,3347
2016-05-14,1041,1034,853,362,35,3325
2016-05-15,1045,1005,794,360,33,3237
2016-05-16,1068,1058,753,370,30,3279
2016-05-17,1085,1064,753,374,32,3307
2016-05-18,1097,1068,706,378,32,3281
2016-05-19,1110,1058,701,380,38,3287
2016-05-20,1118,1030,699,352,38,3236
2016-05-21,1085,999,779,339,33,3234
2016-05-22,1075,968,781,342,33,3200
2016-05-23,912,1006,846,353,39,3156
2016-05-24,808,1025,892,359,43,3127
2016-05-25,907,1004,875,340,38,3163
2016-05-26,944,1013,876,359,40,3232
2016-05-27,989,1012,870,364,40,3274
2016-05-28,992,1015,827,347,41,3222
2016-05-29,810,986,788,345,40,2969
2016-05-30,826,1025,834,367,40,3092
2016-05-31,915,1037,847,372,38,3209
2016-06-01,979,1039,834,355,42,3248
2016-06-02,1026,1029,797,374,43,3269
2016-06-03,1078,1021,810,378,45,3332
2016-06-04,1092,1019,755,385,43,3294
2016-06-05,1074,958,723,380,41,3176
2016-06-06,1052,1013,769,390,41,3265
2016-06-07,1049,1028,767,388,44,3276
2016-06-08,1067,1026,746,390,43,3273
2016-06-09,1065,1034,746,386,44,3275
2016-06-10,1062,1012,760,389,43,3266
2016-06-11,1012,999,754,393,42,3200
2016-06-12,1029,960,736,385,40,3150
2016-06-13,1073,1004,780,359,39,3255
2016-06-14,1077,1016,806,357,43,3299
2016-06-15,1107,1011,812,359,43,3332
2016-06-16,1102,1018,839,366,43,3368
2016-06-17,1149,1013,822,368,40,3393
2016-06-18,1168,974,795,371,42,3349
2016-06-19,1151,939,735,370,42,3237
2016-06-20,1164,951,764,389,40,3308
2016-06-21,1125,967,774,383,43,3291
2016-06-22,1078,952,759,376,42,3207
2016-06-23,1107,955,733,389,42,3226
2016-06-24,1156,928,748,390,43,3266
2016-06-25,1160,904,731,390,44,3228
2016-06-26,1140,890,700,385,43,3159
2016-06-27,1149,920,739,392,44,3243
2016-06-28,1101,914,730,387,45,3178
2016-06-29,1171,893,702,389,46,3201
2016-06-30,1208,900,707,399,48,3261
2016-07-01,1150,889,732,392,44,3207
2016-07-02,932,879,742,386,42,2980
2016-07-03,890,834,725,351,38,2838
2016-07-04,967,848,784,349,39,2986
2016-07-05,1054,849,794,350,43,3090
2016-07-06,1033,840,790,358,44,3065
2016-07-07,1132,854,791,374,43,3194
2016-07-08,1154,845,777,369,45,3189
2016-07-09,1094,828,755,375,44,3096
2016-07-10,1070,808,711,366,42,2997
2016-07-11,1104,840,806,374,43,3167
2016-07-12,1108,821,787,372,43,3132
2016-07-13,1116,811,823,400,45,3195
2016-07-14,1123,836,843,399,45,3246
2016-07-15,1064,853,858,384,44,3203
2016-07-16,965,849,826,365,44,3049
2016-07-17,865,826,780,358,42,2871
2016-07-18,930,852,853,372,40,3047
2016-07-19,1039,851,790,380,42,3102
2016-07-20,1118,868,793,385,43,3207
2016-07-21,1160,878,787,389,42,3256
2016-07-22,1167,886,792,380,42,3267
2016-07-23,1117,887,785,372,41,3203
2016-07-24,1085,873,748,369,39,3113
2016-07-25,1126,915,781,378,39,3239
2016-07-26,1141,906,769,369,41,3225
2016-07-27,1048,889,760,371,42,3110
2016-07-28,1056,890,774,379,44,3142
2016-07-29,1023,875,758,386,44,3085
2016-07-30,998,877,695,385,44,2998
2016-07-31,1009,833,695,369,42,2949
2016-08-01,1020,845,732,368,45,3010
2016-08-02,1023,826,736,365,47,2996
2016-08-03,1069,822,753,364,48,3056
2016-08-04,1114,831,788,372,45,3150
2016-08-05,1138,813,806,374,44,3175
2016-08-06,1091,798,799,363,45,3096
2016-08-07,1019,760,793,359,42,2973
2016-08-08,1050,794,848,360,46,3097
2016-08-09,1065,816,872,365,43,3161
2016-08-10,1050,813,886,365,45,3160
2016-08-11,988,835,901,366,46,3137
2016-08-12,967,843,902,367,46,3125
2016-08-13,993,848,887,385,47,3159
2016-08-14,984,838,830,370,47,3069
2016-08-15,971,800,812,367,45,2994
2016-08-16,1045,861,864,376,43,3188
2016-08-17,1046,887,884,355,47,3219
2016-08-18,1010,857,909,330,47,3153
2016-08-19,1026,878,923,366,48,3241
2016-08-20,1035,893,915,380,48,3272
2016-08-21,1015,900,897,368,45,3226
2016-08-22,1037,943,926,327,46,3278
2016-08-23,1045,936,938,370,48,3336
2016-08-24,1011,912,925,384,50,3281
2016-08-25,993,875,918,387,47,3219
2016-08-26,1028,876,901,376,42,3222
2016-08-27,1011,891,867,388,46,3203
2016-08-28,987,877,816,390,46,3115
2016-08-29,957,925,873,392,45,3191
2016-08-30,960,925,856,404,43,3188
2016-08-31,940,890,813,404,44,3090
2016-09-01,939,890,811,393,44,3076
2016-09-02,976,892,807,391,43,3109
2016-09-03,1012,907,825,380,45,3168
2016-09-04,1023,897,792,371,43,3127
2016-09-05,1068,906,800,363,43,3181
2016-09-06,1098,968,866,352,46,3329
2016-09-07,1131,996,897,356,45,3425
2016-09-08,1147,1033,917,369,46,3512
2016-09-09,1161,1043,913,376,47,3539
2016-09-10,1164,1052,901,376,46,3540
2016-09-11,1133,1017,830,370,45,3394
2016-09-12,1146,1069,856,373,45,3490
2016-09-13,1143,1064,842,371,44,3463
2016-09-14,1136,1027,808,373,46,3390
2016-09-15,1143,962,796,381,46,3328
2016-09-16,1138,954,799,383,45,3319
2016-09-17,1126,919,794,359,44,3242
2016-09-18,1102,894,791,357,42,3185
2016-09-19,1117,915,846,382,43,3303
2016-09-20,1145,928,857,390,44,3364
2016-09-21,1135,934,818,368,44,3300
2016-09-22,1084,938,801,379,44,3246
2016-09-23,1093,943,798,378,45,3255
2016-09-24,1063,927,803,368,43,3204
2016-09-25,1025,906,760,342,43,3075
2016-09-26,1059,940,803,364,44,3211
2016-09-27,1045,947,826,370,43,3231
2016-09-28,1043,958,821,362,47,3231
2016-09-29,1041,970,813,369,45,3238
2016-09-30,1043,962,819,375,45,3244
2016-10-01,1054,936,810,390,46,3235
2016-10-02,1028,881,760,380,46,3095
2016-10-03,1062,903,828,391,46,3231
2016-10-04,1058,894,869,399,45,3266
2016-10-05,1001,878,875,389,46,3189
2016-10-06,987,879,878,383,48,3175
2016-10-07,1008,880,897,386,46,3217
2016-10-08,997,887,865,370,46,3164
2016-10-09,967,864,809,350,40,3029
2016-10-10,969,900,795,337,40,3041
2016-10-11,915,834,804,331,36,2919
2016-10-12,922,880,838,338,36,3014
2016-10-13,924,922,839,348,40,3073
2016-10-14,912,936,854,353,42,3097
2016-10-15,925,949,870,346,43,3132
2016-10-16,888,938,841,348,44,3058
2016-10-17,905,978,891,361,44,3179
2016-10-18,912,996,907,375,44,3234
2016-10-19,913,1005,916,375,44,3254
2016-10-20,893,1001,901,377,43,3214
2016-10-21,909,1018,900,368,43,3237
2016-10-22,896,1031,870,369,42,3209
2016-10-23,876,1003,852,360,41,3132
2016-10-24,892,1045,884,361,41,3223
2016-10-25,884,1037,908,360,42,3231
2016-10-26,885,1040,913,359,43,3239
2016-10-27,883,1038,898,361,41,3221
2016-10-28,896,1029,885,365,40,3215
2016-10-29,884,987,849,362,41,3123
2016-10-30,823,897,793,353,42,2908
2016-10-31,784,850,822,357,41,2855
2016-11-01,799,876,824,362,42,2903
2016-11-02,828,929,845,352,42,2995
2016-11-03,837,963,851,350,41,3042
2016-11-04,852,982,864,351,40,3088
2016-11-05,856,992,866,339,41,3093
2016-11-06,826,985,840,324,36,3010
2016-11-07,833,1006,856,315,38,3048
2016-11-08,845,1023,881,317,39,3104
2016-11-09,839,1019,874,318,39,3090
2016-11-10,835,1025,874,318,39,3090
2016-11-11,842,1019,874,330,40,3105
2016-11-12,817,1010,865,324,39,3054
2016-11-13,791,983,821,313,37,2946
2016-11-14,800,1007,854,317,37,3014
2016-11-15,808,1014,866,318,39,3046
2016-11-16,801,1004,853,309,38,3005
2016-11-17,800,987,869,315,39,3010
2016-11-18,800,986,865,315,38,3004
2016-11-19,797,985,853,310,38,2984
2016-11-20,765,962,809,301,37,2873
2016-11-21,786,988,847,311,37,2969
2016-11-22,802,1012,863,306,38,3021
2016-11-23,805,1011,868,305,39,3028
2016-11-24,819,1012,868,296,39,3033
2016-11-25,806,1010,861,307,38,3022
2016-11-26,801,1007,849,309,38,3004
2016-11-27,788,989,816,304,37,2933
2016-11-28,812,1020,842,310,37,3022
2016-11-29,811,1029,861,308,39,3047
2016-11-30,756,1021,854,306,37,2974
2016-12-01,782,1016,814,307,38,2957
2016-12-02,801,1006,788,313,36,2945
2016-12-03,810,1007,772,312,37,2939
2016-12-04,798,977,740,295,37,2848
2016-12-05,820,1019,786,298,36,2958
2016-12-06,845,1023,753,305,37,2964
2016-12-07,836,1011,797,307,37,2988
2016-12-08,822,1014,826,308,38,3008
2016-12-09,846,1015,841,307,37,3047
2016-12-10,837,1001,826,305,38,3006
2016-12-11,818,980,780,300,37,2915
2016-12-12,820,1009,737,304,37,2906
2016-12-13,842,1008,681,300,37,2869
2016-12-14,849,1000,723,304,37,2913
2016-12-15,857,1023,751,300,38,2969
2016-12-16,866,1016,774,301,37,2994
2016-12-17,855,1014,782,302,38,2991
2016-12-18,832,990,754,291,37,2903
2016-12-19,849,1005,796,300,38,2988
2016-12-20,864,1013,808,306,39,3029
2016-12-21,875,1016,835,312,39,3077
2016-12-22,860,1018,842,313,38,3071
2016-12-23,859,1022,849,315,39,3084
2016-12-24,856,1009,840,313,39,3057
2016-12-25,828,1009,788,308,38,2970
2016-12-26,844,1006,834,312,36,3032
2016-12-27,848,1000,853,318,35,3054
2016-12-28,863,1004,855,319,36,3077
2016-12-29,852,1006,842,320,37,3057
2016-12-30,843,1009,845,315,37,3048
2016-12-31,840,995,847,317,39,3038
2017-01-01,837,965,788,313,36,2939
2017-01-02,849,992,837,318,37,3033
2017-01-03,863,1006,858,314,36,3077
2017-01-04,863,1006,869,319,35,3092
2017-01-05,881,1017,872,323,37,3129
2017-01-06,863,1019,872,321,37,3113
2017-01-07,792,1013,857,319,38,3018
2017-01-08,822,989,822,313,36,2982
2017-01-09,844,1002,854,317,36,3053
2017-01-10,865,989,868,317,39,3078
2017-01-11,876,999,869,320,38,3102
2017-01-12,883,1000,876,325,39,3123
2017-01-13,907,990,863,327,39,3126
2017-01-14,891,929,789,323,38,2969
2017-01-15,866,919,740,317,37,2880
2017-01-16,870,995,802,321,38,3026
2017-01-17,893,1008,829,322,39,3091
2017-01-18,898,1006,835,326,39,3104
2017-01-19,892,1007,840,330,39,3108
2017-01-20,909,1005,846,330,40,3130
2017-01-21,916,1013,829,329,40,3128
2017-01-22,878,1001,787,322,38,3025
2017-01-23,893,1032,836,327,38,3127
2017-01-24,901,1049,849,327,39,3164
2017-01-25,882,1053,865,328,39,3167
2017-01-26,692,973,812,324,38,2839
2017-01-27,695,971,831,322,38,2856
2017-01-28,801,984,831,324,39,2978
2017-01-29,789,998,796,321,38,2942
2017-01-30,812,1025,841,328,39,3045
2017-01-31,828,1039,864,329,39,3099
2017-02-01,831,1030,876,333,38,3107
2017-02-02,829,1040,875,328,39,3111
2017-02-03,835,1038,887,329,39,3128
2017-02-04,822,1032,870,328,40,3092
2017-02-05,785,1008,837,320,38,2989
2017-02-06,821,1026,870,325,39,3082
2017-02-07,846,1031,895,327,39,3137
2017-02-08,872,1043,895,330,39,3180
2017-02-09,860,1047,903,334,40,3184
2017-02-10,882,1040,904,331,39,3196
2017-02-11,872,1020,885,330,40,3148
2017-02-12,858,978,840,325,38,3038
2017-02-13,874,1018,872,330,39,3133
2017-02-14,873,1044,900,334,39,3191
2017-02-15,878,1055,896,332,40,3200
2017-02-16,891,1061,889,337,40,3217
2017-02-17,883,1054,890,337,40,3204
2017-02-18,879,1062,891,332,39,3203
2017-02-19,863,1048,856,327,38,3131
2017-02-20,872,1068,903,336,38,3217
2017-02-21,894,1067,925,341,34,3261
2017-02-22,908,1076,934,347,33,3298
2017-02-23,883,1082,942,344,34,3285
2017-02-24,869,1007,937,346,37,3195
2017-02-25,878,1065,909,343,38,3233
2017-02-26,862,1052,878,332,37,3162
2017-02-27,887,1080,915,339,39,3261
2017-02-28,907,1089,922,345,39,3302
2017-03-01,911,1088,923,346,39,3307
2017-03-02,895,1091,930,348,40,3303
2017-03-03,921,1085,934,351,37,3328
2017-03-04,912,1084,925,344,36,3301
2017-03-05,879,1046,888,340,33,3186
2017-03-06,895,1071,929,350,36,3281
2017-03-07,893,1072,934,355,37,3292
2017-03-08,863,1066,930,346,38,3242
2017-03-09,824,1070,942,345,37,3218
2017-03-10,747,1036,925,321,38,3067
2017-03-11,751,1013,922,311,34,3031
2017-03-12,773,974,885,308,35,2975
2017-03-13,701,858,910,302,34,2805
2017-03-14,751,948,931,315,37,2983
2017-03-15,795,1009,921,334,38,3097
2017-03-16,810,1027,914,344,38,3133
2017-03-17,838,1035,928,353,37,3190
2017-03-18,835,1040,935,354,31,3194
2017-03-19,802,1004,895,341,33,3075
2017-03-20,830,1049,948,343,35,3206
2017-03-21,851,1070,960,344,38,3263
2017-03-22,869,1081,962,351,38,3301
2017-03-23,884,1089,969,378,39,3359
2017-03-24,924,1098,975,380,39,3416
2017-03-25,907,1101,974,375,35,3392
2017-03-26,877,1084,928,370,36,3294
2017-03-27,887,1123,957,385,37,3388
2017-03-28,933,1129,990,392,38,3482
2017-03-29,947,1140,967,398,37,3488
2017-03-30,945,1151,981,380,36,3494
2017-03-31,960,1138,994,395,35,3523
2017-04-01,932,1119,972,393,33,3449
2017-04-02,881,1088,925,380,30,3304
2017-04-03,925,1132,965,374,26,3421
2017-04-04,898,1129,977,384,31,3419
2017-04-05,817,1138,987,386,35,3362
2017-04-06,834,1144,965,398,35,3375
2017-04-07,925,1156,968,396,38,3483
2017-04-08,862,1111,971,388,37,3369
2017-04-09,820,1086,924,391,35,3256
2017-04-10,802,1119,963,400,37,3320
2017-04-11,966,1140,965,398,38,3507
2017-04-12,899,1145,968,402,41,3456
2017-04-13,925,1156,971,417,41,3510
2017-04-14,942,1164,935,408,41,3490
2017-04-15,942,1165,946,390,36,3479
2017-04-16,922,1124,906,380,32,3364
2017-04-17,986,1157,933,393,36,3505
2017-04-18,1007,1162,961,403,40,3574
2017-04-19,1026,1155,972,388,38,3579
2017-04-20,1041,1150,957,376,36,3560
2017-04-21,1042,1156,936,398,37,3569
2017-04-22,982,1146,929,375,37,3469
2017-04-23,941,1111,895,358,36,3342
2017-04-24,921,1143,945,365,36,3410
2017-04-25,968,1180,944,390,35,3517
2017-04-26,971,1136,935,403,34,3479
2017-04-27,980,1127,933,412,37,3488
2017-04-28,1000,1125,942,412,33,3512
2017-04-29,996,1105,915,414,32,3462
2017-04-30,947,1059,860,382,35,3284
2017-05-01,977,1067,819,330,33,3226
2017-05-02,1032,1114,878,366,38,3428
2017-05-03,1001,1122,915,388,37,3463
2017-05-04,1018,1118,926,398,39,3500
2017-05-05,1075,1133,944,392,37,3581
2017-05-06,1078,1122,916,385,35,3536
2017-05-07,1080,1058,821,371,34,3364
2017-05-08,1112,1085,854,402,40,3492
2017-05-09,1068,1106,878,356,36,3443
2017-05-10,1081,1111,839,375,38,3444
2017-05-11,1103,1122,870,386,40,3521
2017-05-12,1138,1123,892,379,41,3572
2017-05-13,1161,1105,889,380,42,3577
2017-05-14,1111,1083,841,370,38,3443
2017-05-15,1170,1114,857,395,40,3576
2017-05-16,1140,1126,906,367,36,3575
2017-05-17,1081,1126,899,377,42,3525
2017-05-18,1097,1124,888,374,43,3526
2017-05-19,1105,1124,881,392,42,3543
2017-05-20,1079,1113,871,402,41,3506
2017-05-21,1011,1079,830,380,39,3339
2017-05-22,986,1097,867,397,40,3388
2017-05-23,1053,1119,865,393,43,3472
2017-05-24,1098,1136,875,405,42,3557
2017-05-25,1128,1130,890,411,41,3601
2017-05-26,1154,1131,874,387,42,3588
2017-05-27,1095,1104,817,370,45,3431
2017-05-28,1055,1038,792,374,44,3303
2017-05-29,963,1062,829,378,45,3277
2017-05-30,1045,1063,852,382,35,3378
2017-05-31,1000,1082,881,383,35,3381
2017-06-01,1024,1073,892,388,38,3415
2017-06-02,1079,1067,896,396,40,3478
2017-06-03,1114,1063,883,408,37,3505
2017-06-04,1119,1004,824,401,38,3385
2017-06-05,1168,1055,862,400,42,3528
2017-06-06,1177,1042,843,383,44,3490
2017-06-07,1024,1024,790,387,46,3271
2017-06-08,1058,1008,779,392,47,3284
2017-06-09,1056,999,797,388,45,3285
2017-06-10,1068,937,787,393,47,3231
2017-06-11,988,928,760,386,43,3106
2017-06-12,1097,965,797,382,40,3282
