,,,,,,,,,,,,SR-EMI  ,ER-EMI  ,WR-EMI  ,NR-EMI  ,WR-EMI  ,WR-EMI  ,NR-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,WR-EMI  ,WR-EMI  ,ER-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,NR-EMI  ,NR-EMI  ,WR-EMI  ,ER-EMI  ,,,NR-EMI  ,WR-EMI  ,SR-EMI  ,ER-EMI  ,NER-EMI,,,,,,,,,,,,,,,,,,,,,,,
Calendar Hour,,Calendar semester,Calendar trimester,Calendar week,Calendar day,Year,Month,Day,Date,Hour,,ANDHRA,BHR,CGS,DELHI,GOA,GUJ,HARYANA,HIMACHAL,J&K,JH,KARN,KERALA,MP,MAH,ODSA,PUNJAB,RAJ,SKM,TN,TELNGANA,UKHAND,UP,UT_WEST,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,2015-05-20,1,2,20,140,2015,05,20,5/20/15,5,3341,6043,2615,3176,3213,339,11683,5396,795,2026,744,4995,2361,5750,15618,2970,4831,6402,63,8406,5294,1701,12552,915,5806,,,36916,37481,27099,12198,1714,115408,,,,,,,,,,,,,,,,,,,,,,
3342,2015-05-20,1,2,20,140,2015,05,20,5/20/15,6,3342,5518,2472,3067,3105,338,11906,5764,868,2053,693,5170,2489,5641,16822,2767,4707,6231,56,8867,4834,1764,12437,916,5169,,,36929,38690,26878,11157,1568,115222,,,,,,,,,,,,,,,,,,,,,,
3343,2015-05-20,1,2,20,140,2015,05,20,5/20/15,7,3343,5676,2362,2947,2916,339,11757,5472,945,2033,699,5460,2475,5532,16552,2743,4937,6756,55,9256,4972,1775,11962,915,5046,,,36796,38042,27839,10905,1532,115114,,,,,,,,,,,,,,,,,,,,,,
3344,2015-05-20,1,2,20,140,2015,05,20,5/20/15,8,3344,5961,2465,2900,2967,332,11719,5278,1004,2049,708,5860,2500,5395,16652,2818,5109,7137,55,9830,5222,1752,11364,892,5070,,,36660,37890,29373,11116,1562,116601,,,,,,,,,,,,,,,,,,,,,,
3345,2015-05-20,1,2,20,140,2015,05,20,5/20/15,9,3345,6280,2462,2752,3028,367,11664,4957,1037,2036,708,6464,2534,5518,16573,2666,5013,7166,59,9994,5501,1760,11012,916,5453,,,36009,37790,30773,11348,1594,117514,,,,,,,,,,,,,,,,,,,,,,
3346,2015-05-20,1,2,20,140,2015,05,20,5/20/15,10,3346,5092,2462,2884,3171,387,12132,5180,1042,2033,818,6939,2560,5600,18048,2929,5137,7230,62,10266,4460,1814,11521,960,5689,,,37128,40011,29317,11960,1680,120096,,,,,,,,,,,,,,,,,,,,,,
3347,2015-05-20,1,2,20,140,2015,05,20,5/20/15,11,3347,5051,2478,2969,3590,389,12764,5206,1035,1726,786,6718,2597,5913,18117,3060,5039,6802,65,10326,4425,1790,11372,990,5982,,,36560,41142,29117,12371,1738,120928,,,,,,,,,,,,,,,,,,,,,,
3348,2015-05-20,1,2,20,140,2015,05,20,5/20/15,12,3348,5158,2556,2948,3744,387,13011,5124,1015,1771,790,6761,2651,5845,18470,2953,5471,6868,69,10240,4518,1843,11699,999,6381,,,37535,41660,29328,12749,1791,123063,,,,,,,,,,,,,,,,,,,,,,
3349,2015-05-20,1,2,20,140,2015,05,20,5/20/15,13,3349,4877,2488,2990,3821,379,13070,5196,1027,1757,796,6663,2642,5940,18636,2966,5406,6184,71,10342,4272,1843,12062,978,6517,,,37296,41993,28796,12838,1804,122727,,,,,,,,,,,,,,,,,,,,,,
3350,2015-05-20,1,2,20,140,2015,05,20,5/20/15,14,3350,5681,2520,2922,3763,384,13146,5187,1009,1755,771,6954,2628,5927,18463,2935,5451,6535,72,10141,4976,1775,12162,964,6656,,,37637,41806,30380,12954,1820,124597,,,,,,,,,,,,,,,,,,,,,,
3351,2015-05-20,1,2,20,140,2015,05,20,5/20/15,15,3351,5979,2553,3098,3964,388,13524,5622,988,1761,804,6787,2715,6104,19023,3010,5596,6832,76,10323,5238,1763,12307,983,6959,,,38833,43120,31042,13402,1883,128280,,,,,,,,,,,,,,,,,,,,,,
3352,2015-05-20,1,2,20,140,2015,05,20,5/20/15,16,3352,5865,2459,3099,4107,385,13456,5696,990,1774,774,6900,2676,5995,18739,2980,5519,6722,75,10512,5137,1766,12479,991,6881,,,39053,42665,31090,13169,1850,127827,,,,,,,,,,,,,,,,,,,,,,
3353,2015-05-20,1,2,20,140,2015,05,20,5/20/15,17,3353,5558,2387,3070,4054,368,13225,5463,988,1832,771,7228,2707,5927,17995,2919,5424,6749,67,10333,4869,1730,12365,992,6164,,,38605,41577,30695,12308,1729,124914,,,,,,,,,,,,,,,,,,,,,,
3354,2015-05-20,1,2,20,140,2015,05,20,5/20/15,18,3354,6068,2514,2997,3997,381,12798,5116,963,1812,763,6882,2626,5750,16444,2733,5497,6620,65,9906,5315,1767,11953,987,5966,,,37725,39357,30797,12041,1692,121612,,,,,,,,,,,,,,,,,,,,,,
3355,2015-05-20,1,2,20,140,2015,05,20,5/20/15,19,3355,5512,2982,3257,3811,391,12265,5179,947,1754,845,6486,2867,6049,14953,3170,5611,6297,78,10032,4828,1714,11330,980,7154,,,36643,37895,29725,14229,1999,120491,,,,,,,,,,,,,,,,,,,,,,
3356,2015-05-20,1,2,20,140,2015,05,20,5/20/15,20,3356,4909,3050,3375,3658,418,12222,5451,840,1765,885,7741,3049,6826,16161,3476,5538,5965,81,10358,4300,1746,12212,968,7457,,,37175,39970,30357,14949,2100,124551,,,,,,,,,,,,,,,,,,,,,,
3357,2015-05-20,1,2,20,140,2015,05,20,5/20/15,21,3357,4936,3049,3435,3827,422,12472,6422,963,1848,942,7822,3084,6717,16142,3415,5838,6335,80,10109,4324,1860,12297,945,7365,,,39390,40133,30275,14851,2087,126736,,,,,,,,,,,,,,,,,,,,,,
3358,2015-05-20,1,2,20,140,2015,05,20,5/20/15,22,3358,5674,3056,3359,3878,420,12430,6251,955,1835,880,7546,2971,6567,16168,3395,5576,6418,78,9721,4970,1838,12055,949,7201,,,38806,39893,30882,14610,2053,126244,,,,,,,,,,,,,,,,,,,,,,
3359,2015-05-20,1,2,20,140,2015,05,20,5/20/15,23,3359,5512,2936,3170,4041,400,12710,6047,885,1845,870,7169,2882,6526,16213,3320,5279,6332,77,10500,4828,1733,12355,956,7082,,,38517,39975,30891,14285,2007,125675,,,,,,,,,,,,,,,,,,,,,,
3360,2015-05-20,1,2,20,140,2015,05,20,5/20/15,24,3360,4774,2981,3319,3968,386,12732,6161,900,1860,839,6754,2631,6376,16494,3192,5255,6859,76,9927,4182,1767,12356,949,6978,,,39126,40256,28268,14066,1976,123692,,,,,,,,,,,,,,,,,,,,,,
3361,2015-05-21,1,2,21,141,2015,05,21,5/21/15,1,3361,5901,2663,3171,4049,360,12448,6248,834,2129,746,6092,2584,6137,18661,2774,5203,6784,68,9711,5169,1723,12394,940,6663,,,39364,41717,29457,12914,1815,125267,,,,,,,,,,,,,,,,,,,,,,
3362,2015-05-21,1,2,21,141,2015,05,21,5/21/15,2,3362,5517,2691,3102,3909,351,12382,6110,817,2112,719,6036,2553,5975,17574,2650,5242,6609,64,9141,4833,1770,12476,931,6314,,,39045,40315,28080,12438,1748,121626,,,,,,,,,,,,,,,,,,,,,,
3363,2015-05-21,1,2,21,141,2015,05,21,5/21/15,3,3363,5599,2717,3165,3791,345,12130,5956,795,2100,727,5907,2510,5975,17684,2650,5306,6393,64,8998,4905,1771,13037,925,6306,,,39149,40224,27919,12464,1751,121507,,,,,,,,,,,,,,,,,,,,,,
3364,2015-05-21,1,2,21,141,2015,05,21,5/21/15,4,3364,6045,2701,3084,3590,331,12055,5818,778,2102,694,5808,2467,5907,16811,2615,5287,6265,63,8968,5295,1750,12838,911,6217,,,38428,39099,28583,12290,1727,120127,,,,,,,,,,,,,,,,,,,,,,
3365,2015-05-21,1,2,21,141,2015,05,21,5/21/15,5,3365,5791,2561,3175,3340,330,11779,5632,785,2100,689,5946,2461,5692,16347,2703,5270,6067,58,8978,5073,1725,12918,913,5763,,,37837,38236,28249,11774,1654,117750,,,,,,,,,,,,,,,,,,,,,,
3366,2015-05-21,1,2,21,141,2015,05,21,5/21/15,6,3366,5434,2421,3065,3227,330,12004,6016,856,2128,643,5808,2594,5584,17608,2597,5138,5905,52,9421,4761,1790,12800,913,5131,,,37860,39504,28018,10844,1524,117750,,,,,,,,,,,,,,,,,,,,,,
3367,2015-05-21,1,2,21,141,2015,05,21,5/21/15,7,3367,5913,2313,2945,3031,330,11853,5711,932,2107,648,6119,2580,5476,17325,2367,5389,6402,51,10017,5180,1801,12311,912,5009,,,37684,38841,29809,10388,1460,118182,,,,,,,,,,,,,,,,,,,,,,
3368,2015-05-21,1,2,21,141,2015,05,21,5/21/15,8,3368,5906,2414,2899,3084,324,11815,5509,990,2124,656,6656,2605,5341,17429,2544,5575,6763,51,10324,5174,1777,11696,890,5032,,,37518,38698,30665,10697,1503,119081,,,,,,,,,,,,,,,,,,,,,,
3369,2015-05-21,1,2,21,141,2015,05,21,5/21/15,9,3369,6534,2411,2750,3147,357,11759,5174,1023,2111,656,7240,2641,5462,17347,2491,5472,6790,55,10462,5724,1785,11334,914,5412,,,36836,38589,32601,11025,1549,120600,,,,,,,,,,,,,,,,,,,,,,
3370,2015-05-21,1,2,21,141,2015,05,21,5/21/15,10,3370,6005,2411,2882,3296,377,12232,5407,1028,2107,758,7256,2668,5543,18890,2491,5602,6851,57,10784,5261,1840,11858,957,5647,,,37989,40881,31974,11364,1597,123805,,,,,,,,,,,,,,,,,,,,,,
3371,2015-05-21,1,2,21,141,2015,05,21,5/21/15,11,3371,6373,2427,2968,3731,379,12868,5434,1021,1789,728,7276,2707,5853,18963,2544,5447,6446,60,10298,5583,1816,11704,987,5938,,,37388,42018,32237,11697,1644,124984,,,,,,,,,,,,,,,,,,,,,,
3372,2015-05-21,1,2,21,141,2015,05,21,5/21/15,12,3372,5761,2503,2946,3892,377,13118,5348,1001,1835,732,7236,2763,5786,19332,2615,5910,6508,64,10572,5047,1870,12041,996,6334,,,38405,42555,31379,12248,1721,126308,,,,,,,,,,,,,,,,,,,,,,
3373,2015-05-21,1,2,21,141,2015,05,21,5/21/15,13,3373,5449,2437,2988,3972,370,13177,5423,1013,1821,738,7079,2754,5880,19505,2579,5841,5860,66,10679,4773,1870,12415,975,6469,,,38215,42895,30734,12289,1727,125860,,,,,,,,,,,,,,,,,,,,,,
3374,2015-05-21,1,2,21,141,2015,05,21,5/21/15,14,3374,5691,2468,2921,3911,374,13253,5414,995,1819,714,7176,2740,5867,19325,2420,5895,6193,67,10458,4985,1801,12517,961,6607,,,38545,42701,31050,12276,1725,126297,,,,,,,,,,,,,,,,,,,,,,
3375,2015-05-21,1,2,21,141,2015,05,21,5/21/15,15,3375,5737,2500,3096,4121,378,13635,5868,975,1825,745,7173,2830,6042,19911,2597,6054,6474,70,10762,5026,1788,12666,980,6908,,,39771,44042,31528,12820,1801,129962,,,,,,,,,,,,,,,,,,,,,,
3376,2015-05-21,1,2,21,141,2015,05,21,5/21/15,16,3376,6118,2408,3097,4269,375,13566,5945,977,1838,717,7128,2789,5934,19614,2650,5966,6370,69,10549,5359,1792,12844,988,6830,,,40001,43574,31943,12674,1781,129973,,,,,,,,,,,,,,,,,,,,,,
3377,2015-05-21,1,2,21,141,2015,05,21,5/21/15,17,3377,4973,2338,3068,4214,358,13334,5702,975,1899,715,6886,2822,5867,18835,2544,5866,6396,62,10961,4356,1755,12726,989,6118,,,39533,42451,29998,11777,1655,125414,,,,,,,,,,,,,,,,,,,,,,
3378,2015-05-21,1,2,21,141,2015,05,21,5/21/15,18,3378,5170,2462,2996,4155,372,12903,5340,950,1878,707,6724,2738,5692,17211,2420,5954,6273,60,10142,4529,1793,12302,984,5922,,,38645,40158,29303,11571,1626,121303,,,,,,,,,,,,,,,,,,,,,,
3379,2015-05-21,1,2,21,141,2015,05,21,5/21/15,19,3379,5220,2920,3256,3962,381,12366,5406,934,1818,783,6322,2989,5988,15651,3003,6077,5967,72,10277,4573,1739,11661,978,7101,,,37564,38620,29381,13879,1950,121394,,,,,,,,,,,,,,,,,,,,,,
3380,2015-05-21,1,2,21,141,2015,05,21,5/21/15,20,3380,4830,2987,3373,3802,407,12322,5690,829,1830,821,7647,3179,6757,16916,3021,6015,5653,75,10941,4231,1772,12568,965,7402,,,38159,40740,30828,14306,2010,126043,,,,,,,,,,,,,,,,,,,,,,
3381,2015-05-21,1,2,21,141,2015,05,21,5/21/15,21,3381,5281,2987,3433,3978,411,12574,6703,950,1916,873,7839,3215,6649,16896,3021,6254,6003,74,10836,4626,1887,12656,942,7311,,,40347,40905,31797,14266,2005,129320,,,,,,,,,,,,,,,,,,,,,,
3382,2015-05-21,1,2,21,141,2015,05,21,5/21/15,22,3382,6197,2993,3357,4031,409,12532,6524,942,1902,816,7632,3097,6501,16923,2915,5988,6081,72,10672,5429,1865,12407,946,7148,,,39740,40668,33027,13944,1959,129338,,,,,,,,,,,,,,,,,,,,,,
3383,2015-05-21,1,2,21,141,2015,05,21,5/21/15,23,3383,5233,2876,3168,4200,389,12814,6311,873,1912,806,7275,3004,6460,16970,2844,5671,6000,71,11336,4584,1758,12716,954,7030,,,39441,40755,31432,13627,1915,127170,,,,,,,,,,,,,,,,,,,,,,
3384,2015-05-21,1,2,21,141,2015,05,21,5/21/15,24,3384,5471,2920,3317,4125,376,12837,6431,888,1928,778,6984,2743,6312,17264,2703,5646,6500,70,10712,4793,1792,12717,946,6927,,,40027,41052,30703,13398,1883,127063,,,,,,,,,,,,,,,,,,,,,,
3385,2015-05-22,1,2,21,142,2015,05,22,5/22/15,1,3385,4705,2517,3171,4129,360,12448,6090,699,2062,795,6426,2623,6137,18661,3138,5244,6891,52,10297,4121,1707,12878,940,6689,,,39700,41717,28172,13191,1853,124633,,,,,,,,,,,,,,,,,,,,,,
3386,2015-05-22,1,2,21,142,2015,05,22,5/22/15,2,3386,5206,2501,3102,4019,351,12382,5942,700,2046,758,6293,2623,5975,17574,3070,5348,6765,51,9671,4561,1759,13010,931,6339,,,39589,40315,28354,12719,1787,122764,,,,,,,,,,,,,,,,,,,,,,
3387,2015-05-22,1,2,21,142,2015,05,22,5/22/15,3,3387,4957,2470,3165,3918,345,12130,5764,688,2034,758,6108,2572,5975,17684,3070,5371,6574,50,9356,4342,1757,13657,925,6331,,,39763,40224,27335,12679,1782,121783,,,,,,,,,,,,,,,,,,,,,,
3388,2015-05-22,1,2,21,142,2015,05,22,5/22/15,4,3388,4946,2470,3084,3734,331,12055,5662,676,2036,714,6166,2522,5907,16811,3190,5341,6537,50,9524,4333,1721,13422,911,6241,,,39129,39099,27491,12665,1780,120164,,,,,,,,,,,,,,,,,,,,,,
3389,2015-05-22,1,2,21,142,2015,05,22,5/22/15,5,3389,5425,2331,3175,3519,330,11779,5543,681,2034,714,6161,2471,5692,16347,3124,5389,6405,47,9350,4752,1705,13546,913,5786,,,38822,38236,28159,12002,1686,118905,,,,,,,,,,,,,,,,,,,,,,
3390,2015-05-22,1,2,21,142,2015,05,22,5/22/15,6,3390,5587,2192,3065,3396,330,12004,5899,749,2061,658,6256,2623,5584,17608,2911,5315,6257,44,10156,4894,1765,13416,913,5151,,,38858,39504,29516,10956,1539,120373,,,,,,,,,,,,,,,,,,,,,,
3391,2015-05-22,1,2,21,142,2015,05,22,5/22/15,7,3391,4958,2053,2945,3135,330,11853,5450,810,2041,677,6692,2623,5476,17325,2885,5510,6802,44,10384,4343,1782,12865,912,5029,,,38395,38841,29000,10688,1502,118426,,,,,,,,,,,,,,,,,,,,,,
3392,2015-05-22,1,2,21,142,2015,05,22,5/22/15,8,3392,5578,2084,2899,3183,324,11815,5365,866,2057,683,6953,2643,5341,17429,2964,5662,7093,45,10795,4886,1779,12186,890,5052,,,38191,38698,30855,10828,1521,120093,,,,,,,,,,,,,,,,,,,,,,
3393,2015-05-22,1,2,21,142,2015,05,22,5/22/15,9,3393,5392,2146,2750,3217,357,11759,4977,911,2044,696,7610,2723,5462,17347,2804,5504,7096,48,11095,4723,1781,11718,914,5434,,,37248,38589,31543,11128,1564,120072,,,,,,,,,,,,,,,,,,,,,,
3394,2015-05-22,1,2,21,142,2015,05,22,5/22/15,10,3394,5575,2146,2882,3365,377,12232,5180,927,2041,826,7819,2774,5543,18890,3080,5641,7125,50,11369,4884,1876,12360,957,5669,,,38515,40881,32421,11771,1654,125242,,,,,,,,,,,,,,,,,,,,,,
3395,2015-05-22,1,2,21,142,2015,05,22,5/22/15,11,3395,6047,2069,2968,3807,379,12868,5262,928,1733,783,8024,2824,5853,18963,3218,5470,6607,52,11469,5297,1840,12093,987,5961,,,37740,42018,33661,12083,1698,127200,,,,,,,,,,,,,,,,,,,,,,
3396,2015-05-22,1,2,21,142,2015,05,22,5/22/15,12,3396,5391,2131,2946,3954,377,13118,5131,913,1778,789,7937,2875,5786,19332,3106,5988,6634,56,11628,4722,1899,12369,996,6358,,,38666,42555,32553,12440,1748,127962,,,,,,,,,,,,,,,,,,,,,,
3397,2015-05-22,1,2,21,142,2015,05,22,5/22/15,13,3397,5411,2115,2988,4028,370,13177,5211,930,1764,795,7820,2885,5880,19505,3120,5912,5871,59,11507,4740,1912,12722,975,6495,,,38350,42895,32363,12584,1768,127960,,,,,,,,,,,,,,,,,,,,,,
3398,2015-05-22,1,2,21,142,2015,05,22,5/22/15,14,3398,5886,2115,2921,3992,374,13253,5214,913,1762,776,7471,2865,5867,19325,3087,6042,6243,60,11613,5156,1832,12830,961,6633,,,38828,42701,32991,12671,1780,128971,,,,,,,,,,,,,,,,,,,,,,
3399,2015-05-22,1,2,21,142,2015,05,22,5/22/15,15,3399,5775,2115,3096,4209,378,13635,5592,893,1768,814,7416,2976,6042,19911,3166,6187,6606,61,11749,5059,1804,12981,980,6935,,,40040,44042,32975,13091,1839,131987,,,,,,,,,,,,,,,,,,,,,,
3400,2015-05-22,1,2,21,142,2015,05,22,5/22/15,16,3400,6423,2131,3097,4380,375,13566,5668,905,1781,776,7536,2925,5934,19614,3134,6070,6447,57,11604,5626,1810,13132,988,6857,,,40193,43574,34114,12955,1820,132656,,,,,,,,,,,,,,,,,,,,,,
3401,2015-05-22,1,2,21,142,2015,05,22,5/22/15,17,3401,6052,2022,3068,4341,358,13334,5491,909,1839,832,7487,2965,5867,18835,3070,5931,6482,51,11412,5302,1772,13042,989,6142,,,39807,42451,33218,12117,1703,129296,,,,,,,,,,,,,,,,,,,,,,
3402,2015-05-22,1,2,21,142,2015,05,22,5/22/15,18,3402,6218,2239,2996,4238,372,12903,5084,880,1819,814,7244,2824,5692,17211,2875,6003,6221,52,10663,5447,1823,12706,984,5946,,,38774,40158,32396,11926,1676,124930,,,,,,,,,,,,,,,,,,,,,,
3403,2015-05-22,1,2,21,142,2015,05,22,5/22/15,19,3403,5659,2764,3256,3982,381,12366,5056,859,1761,894,6826,3026,5988,15651,3334,6190,5846,62,10930,4958,1786,11943,978,7129,,,37423,38620,31399,14183,1993,123618,,,,,,,,,,,,,,,,,,,,,,
3404,2015-05-22,1,2,21,142,2015,05,22,5/22/15,20,3404,5526,2779,3373,3921,407,12322,5358,745,1772,932,7283,3228,6757,16916,3656,6113,5532,63,11523,4840,1812,12826,965,7431,,,38079,40740,32400,14861,2088,128168,,,,,,,,,,,,,,,,,,,,,,
3405,2015-05-22,1,2,21,142,2015,05,22,5/22/15,21,3405,5532,2702,3433,4076,411,12574,6415,832,1855,1000,8122,3228,6649,16896,3592,6555,5831,65,11394,4846,1934,12876,942,7340,,,40374,40905,33122,14699,2065,131165,,,,,,,,,,,,,,,,,,,,,,
3406,2015-05-22,1,2,21,142,2015,05,22,5/22/15,22,3406,5673,2733,3357,4162,409,12532,6210,841,1842,913,7802,3177,6501,16923,3571,6394,5947,65,11437,4969,1911,12618,946,7176,,,39925,40668,33058,14458,2031,130140,,,,,,,,,,,,,,,,,,,,,,
3407,2015-05-22,1,2,21,142,2015,05,22,5/22/15,23,3407,6045,2702,3168,4370,389,12814,6011,786,1852,901,7345,3127,6460,16970,3492,6086,5869,61,11844,5296,1774,12869,954,7057,,,39617,40755,33657,14213,1997,130239,,,,,,,,,,,,,,,,,,,,,,
3408,2015-05-22,1,2,21,142,2015,05,22,5/22/15,24,3408,5167,2686,3317,4268,376,12837,6209,800,1867,857,7138,2824,6312,17264,3357,5957,6502,57,11362,4526,1825,12878,946,6954,,,40306,41052,31017,13911,1955,128241,,,,,,,,,,,,,,,,,,,,,,
3409,2015-05-23,1,2,21,143,2015,05,23,5/23/15,1,3409,5518,2315,3122,3987,356,12362,5741,816,1970,797,6711,2630,6358,18069,3195,5480,7542,44,10820,4834,1484,11659,919,5881,,,38679,41186,30513,12232,1719,124329,,,,,,,,,,,,,,,,,,,,,,
3410,2015-05-23,1,2,21,143,2015,05,23,5/23/15,2,3410,5484,2301,3054,3850,347,12296,5614,798,1954,769,6619,2599,6191,17016,3126,5517,7348,43,10184,4804,1525,11737,911,5573,,,38343,39815,29690,11812,1660,121320,,,,,,,,,,,,,,,,,,,,,,
3411,2015-05-23,1,2,21,143,2015,05,23,5/23/15,3,3411,4930,2272,3116,3734,342,12046,5472,778,1943,777,6547,2555,6191,17122,3126,5581,7108,43,9837,4319,1526,12264,904,5566,,,38406,39721,28188,11784,1656,119755,,,,,,,,,,,,,,,,,,,,,,
3412,2015-05-23,1,2,21,143,2015,05,23,5/23/15,4,3412,5630,2272,3036,3535,328,11972,5346,761,1945,742,6540,2511,6121,16277,3248,5560,6965,43,9921,4932,1508,12077,891,5488,,,37697,38625,29534,11793,1657,119306,,,,,,,,,,,,,,,,,,,,,,
3413,2015-05-23,1,2,21,143,2015,05,23,5/23/15,5,3413,5438,2145,3126,3289,327,11698,5175,767,1943,737,6559,2505,5897,15828,3180,5540,6745,40,10212,4764,1487,12152,893,5087,,,37098,37769,29478,11189,1572,117106,,,,,,,,,,,,,,,,,,,,,,
3414,2015-05-23,1,2,21,143,2015,05,23,5/23/15,6,3414,5590,2017,3018,3178,326,11920,5528,837,1969,687,6654,2640,5785,17049,2964,5398,6565,38,10823,4897,1542,12041,893,4529,,,37058,38991,30604,10235,1438,118326,,,,,,,,,,,,,,,,,,,,,,
3415,2015-05-23,1,2,21,143,2015,05,23,5/23/15,7,3415,5544,1889,2900,2985,327,11771,5248,911,1950,692,7110,2626,5673,16775,2937,5663,7118,38,11158,4857,1552,11581,892,4421,,,37008,38338,31295,9977,1402,118020,,,,,,,,,,,,,,,,,,,,,,
3416,2015-05-23,1,2,21,143,2015,05,23,5/23/15,8,3416,4967,1917,2854,3037,320,11733,5062,968,1966,701,7151,2652,5534,16876,3018,5862,7519,39,11371,4351,1531,11003,870,4442,,,36948,38187,30492,10117,1422,117166,,,,,,,,,,,,,,,,,,,,,,
3417,2015-05-23,1,2,21,143,2015,05,23,5/23/15,9,3417,5105,1974,2708,3099,354,11678,4754,1000,1953,701,7485,2688,5659,16796,2855,5752,7550,41,11930,4472,1539,10662,893,4777,,,36309,38088,31680,10348,1454,117879,,,,,,,,,,,,,,,,,,,,,,
3418,2015-05-23,1,2,21,143,2015,05,23,5/23/15,10,3418,4864,1974,2838,3246,373,12147,4968,1005,1950,810,7485,2715,5743,18291,3136,5893,7617,43,12338,4261,1585,11155,936,4984,,,37419,40328,31663,10947,1538,121895,,,,,,,,,,,,,,,,,,,,,,
3419,2015-05-23,1,2,21,143,2015,05,23,5/23/15,11,3419,4744,1903,2922,3675,375,12779,4993,998,1656,778,7615,2755,6065,18361,3277,5784,7167,45,12885,4156,1564,11010,965,5241,,,36847,41467,32155,11244,1580,123293,,,,,,,,,,,,,,,,,,,,,,
3420,2015-05-23,1,2,21,143,2015,05,23,5/23/15,12,3420,5149,1960,2901,3833,373,13027,4914,979,1698,782,7563,2812,5995,18719,3162,6279,7235,48,13038,4511,1611,11327,974,5590,,,37876,41989,33073,11542,1622,126102,,,,,,,,,,,,,,,,,,,,,,
3421,2015-05-23,1,2,21,143,2015,05,23,5/23/15,13,3421,5550,1946,2942,3911,366,13086,4983,990,1685,788,7471,2803,6093,18886,3176,6203,6515,50,12317,4862,1611,11679,954,5710,,,37577,42327,33003,11670,1640,126217,,,,,,,,,,,,,,,,,,,,,,
3422,2015-05-23,1,2,21,143,2015,05,23,5/23/15,14,3422,4744,1946,2875,3851,371,13162,4975,973,1684,763,7619,2788,6079,18712,3143,6256,6885,51,12164,4156,1552,11775,940,5832,,,37951,42139,31471,11735,1649,124945,,,,,,,,,,,,,,,,,,,,,,
3423,2015-05-23,1,2,21,143,2015,05,23,5/23/15,15,3423,5370,1946,3048,4058,374,13540,5392,953,1689,796,7320,2880,6260,19279,3223,6422,7198,52,12391,4704,1541,11915,959,6097,,,39168,43460,32665,12114,1702,129109,,,,,,,,,,,,,,,,,,,,,,
3424,2015-05-23,1,2,21,143,2015,05,23,5/23/15,16,3424,4842,1960,3049,4204,371,13472,5463,955,1701,766,7308,2839,6149,18991,3191,6331,7082,48,12722,4241,1544,12082,966,6028,,,39362,42998,31952,11993,1685,127990,,,,,,,,,,,,,,,,,,,,,,
3425,2015-05-23,1,2,21,143,2015,05,23,5/23/15,17,3425,5821,1861,3021,4150,355,13242,5239,953,1757,764,7215,2872,6079,18237,3126,6222,7111,44,12258,5100,1512,11972,968,5400,,,38916,41902,33266,11195,1573,126852,,,,,,,,,,,,,,,,,,,,,,
3426,2015-05-23,1,2,21,143,2015,05,23,5/23/15,18,3426,6157,2059,2949,4091,368,12813,4907,929,1738,755,7015,2786,5897,16665,2927,6311,6974,44,11603,5393,1545,11573,962,5228,,,38068,39654,32954,11013,1547,123236,,,,,,,,,,,,,,,,,,,,,,
3427,2015-05-23,1,2,21,143,2015,05,23,5/23/15,19,3427,5441,2542,3205,3901,377,12280,4967,913,1682,837,6549,3042,6204,15155,3395,6445,6634,53,11402,4766,1498,10970,956,6268,,,37010,38177,31200,13095,1840,121322,,,,,,,,,,,,,,,,,,,,,,
3428,2015-05-23,1,2,21,143,2015,05,23,5/23/15,20,3428,5326,2556,3321,3744,403,12237,5228,811,1693,877,7645,3235,7001,16379,3722,6361,6285,54,11382,4665,1527,11823,943,6534,,,37472,40284,32253,13743,1931,125683,,,,,,,,,,,,,,,,,,,,,,
3429,2015-05-23,1,2,21,143,2015,05,23,5/23/15,21,3429,5568,2485,3380,3917,407,12487,6159,929,1773,933,7874,3272,6889,16360,3658,6709,6674,56,11262,4878,1626,11906,921,6453,,,39693,40444,32854,13585,1909,128485,,,,,,,,,,,,,,,,,,,,,,
3430,2015-05-23,1,2,21,143,2015,05,23,5/23/15,22,3430,5525,2514,3306,3970,405,12445,5995,921,1760,872,7663,3152,6735,16386,3636,6406,6761,56,10904,4840,1607,11671,926,6309,,,39091,40203,32084,13387,1881,126646,,,,,,,,,,,,,,,,,,,,,,
3431,2015-05-23,1,2,21,143,2015,05,23,5/23/15,23,3431,6080,2485,3119,4136,385,12726,5799,854,1769,862,7427,3058,6694,16431,3556,6062,6671,52,11655,5326,1515,11962,933,6205,,,38768,40288,33546,13160,1849,127611,,,,,,,,,,,,,,,,,,,,,,
3432,2015-05-23,1,2,21,143,2015,05,23,5/23/15,24,3432,6186,2471,3266,4062,372,12748,5909,868,1784,831,7370,2792,6540,16716,3418,6035,7226,49,11428,5419,1544,11963,925,6114,,,39391,40567,33195,12883,1810,127846,,,,,,,,,,,,,,,,,,,,,,
3433,2015-05-24,1,2,21,144,2015,05,24,5/24/15,1,3433,6200,2114,3128,3961,362,12276,5728,790,2209,740,6879,2427,6612,16645,3206,5155,7401,37,10619,5431,1615,12675,891,4509,,,39534,39914,31556,10606,1490,123100,,,,,,,,,,,,,,,,,,,,,,
